act,scene,character,line,word_count,neg,neu,pos,compound
1.0,5.0,HAMLET,"Alas, poor ghost! GHOST Pity me not, but lend thy serious hearing To what I shall unfold.",17,0.515,0.485,0.0,-0.7656
1.0,5.0,HAMLET,"Speak. I am bound to hear. GHOST So art thou to revenge, when thou shalt hear.",16,0.331,0.669,0.0,-0.7531
1.0,5.0,HAMLET,"What? GHOST  I am thy father's spirit, Doomed for a certain term to walk the night And for the day confined to fast in fires Till the foul crimes done in my days of nature Are burnt and purged away. But that I am forbid To tell the secrets of my prison house, I could a tale unfold whose lightest word Would harrow up thy soul, freeze thy young blood, Make thy two eyes, like stars, start from their spheres, Thy knotted and combined locks to part, And each particular hair to stand an end, Like quills upon the fearful porpentine. But this eternal blazon must not be To ears of flesh and blood. List, list, O list! If thou didst ever thy dear father love--",126,0.119,0.78,0.101,-0.6714
1.0,5.0,HAMLET,O God! GHOST Revenge his foul and most unnatural murder.,10,0.622,0.266,0.112,-0.8911
1.0,5.0,HAMLET,"Murder? GHOST Murder most foul, as in the best it is, But this most foul, strange, and unnatural.",18,0.398,0.501,0.1,-0.774
1.0,5.0,HAMLET,"Haste me to know 't, that I, with wings as swift As meditation or the thoughts of love, May sweep to my revenge. GHOST  I find thee apt; And duller shouldst thou be than the fat weed That roots itself in ease on Lethe wharf, Wouldst thou not stir in this. Now, Hamlet, hear. 'Tis given out that, sleeping in my orchard, A serpent stung me. So the whole ear of Denmark Is by a forged process of my death Rankly abused. But know, thou noble youth, The serpent that did sting thy father's life Now wears his crown.",99,0.099,0.81,0.091,0.0216
1.0,5.0,HAMLET,"O, my prophetic soul! My uncle! GHOST Ay, that incestuous, that adulterate beast, With witchcraft of his wits, with traitorous gifts-- O wicked wit and gifts, that have the power So to seduce!--won to his shameful lust The will of my most seeming-virtuous queen. O Hamlet, what a falling off was there! From me, whose love was of that dignity That it went hand in hand even with the vow I made to her in marriage, and to decline Upon a wretch whose natural gifts were poor To those of mine. But virtue, as it never will be moved, Though lewdness court it in a shape of heaven, So, lust, though to a radiant angel linked, Will sate itself in a celestial bed And prey on garbage. But soft, methinks I scent the morning air. Brief let me be. Sleeping within my orchard, My custom always of the afternoon, Upon my secure hour thy uncle stole With juice of cursed hebona in a vial And in the porches of my ears did pour The leprous distilment, whose effect Holds such an enmity with blood of man That swift as quicksilver it courses through The natural gates and alleys of the body, And with a sudden vigor it doth posset And curd, like eager droppings into milk, The thin and wholesome blood. So did it mine, And a most instant tetter barked about, Most lazar-like, with vile and loathsome crust All my smooth body. Thus was I, sleeping, by a brother's hand Of life, of crown, of queen at once dispatched, Cut off, even in the blossoms of my sin, Unhouseled, disappointed, unaneled, No reck'ning made, but sent to my account With all my imperfections on my head. O horrible, O horrible, most horrible! If thou hast nature in thee, bear it not. Let not the royal bed of Denmark be A couch for luxury and damned incest. But, howsomever thou pursues this act, Taint not thy mind, nor let thy soul contrive Against thy mother aught. Leave her to heaven And to those thorns that in her bosom lodge To prick and sting her. Fare thee well at once. The glowworm shows the matin to be near And 'gins to pale his uneffectual fire. Adieu, adieu, adieu. Remember me.",379,0.129,0.752,0.118,-0.7737
1.0,5.0,HAMLET,"O all you host of heaven! O Earth! What else? And shall I couple hell? O fie! Hold, hold, my heart, And you, my sinews, grow not instant old, But bear me stiffly up. Remember thee? Ay, thou poor ghost, whiles memory holds a seat In this distracted globe. Remember thee? Yea, from the table of my memory I'll wipe away all trivial, fond records, All saws of books, all forms, all pressures past, That youth and observation copied there, And thy commandment all alone shall live Within the book and volume of my brain, Unmixed with baser matter. Yes, by heaven! O most pernicious woman! O villain, villain, smiling, damned villain! My tables--meet it is I set it down That one may smile and smile and be a villain. At least I am sure it may be so in Denmark. So, uncle, there you are. Now to my word. It is ""adieu, adieu, remember me."" I have sworn 't.",160,0.23,0.629,0.141,-0.9692
1.0,5.0,HORATIO,"My lord, my lord! MARCELLUS  Lord Hamlet.",7,0.0,1.0,0.0,0.0
1.0,5.0,HORATIO,Heavens secure him!,3,0.0,0.156,0.844,0.6588
1.0,5.0,HAMLET,"So be it. MARCELLUS  Illo, ho, ho, my lord!",9,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"Hillo, ho, ho, boy! Come, bird, come! MARCELLUS How is 't, my noble lord?",14,0.0,0.784,0.216,0.555
1.0,5.0,HORATIO,"What news, my lord?",4,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"O, wonderful!",2,0.0,0.2,0.8,0.6114
1.0,5.0,HORATIO,"Good my lord, tell it.",5,0.0,0.58,0.42,0.4404
1.0,5.0,HAMLET,"No, you will reveal it.",5,0.355,0.645,0.0,-0.296
1.0,5.0,HORATIO,"Not I, my lord, by heaven. MARCELLUS  Nor I, my lord.",11,0.0,0.752,0.248,0.5106
1.0,5.0,HAMLET,"How say you, then? Would heart of man once think it? But you'll be secret? HORATIO/MARCELLUS   Ay, by heaven, my lord.",21,0.0,0.8,0.2,0.7176
1.0,5.0,HAMLET,There's never a villain dwelling in all Denmark But he's an arrant knave.,13,0.08,0.769,0.151,0.2323
1.0,5.0,HORATIO,"There needs no ghost, my lord, come from the grave To tell us this.",14,0.392,0.608,0.0,-0.7269
1.0,5.0,HAMLET,"Why, right, you are in the right. And so, without more circumstance at all, I hold it fit that we shake hands and part, You, as your business and desire shall point you (For every man hath business and desire, Such as it is), and for my own poor part, I will go pray.",54,0.079,0.754,0.167,0.6597
1.0,5.0,HORATIO,"These are but wild and whirling words, my lord.",9,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"I am sorry they offend you, heartily; Yes, faith, heartily.",10,0.25,0.357,0.393,0.4588
1.0,5.0,HORATIO,"There's no offense, my lord.",5,0.583,0.417,0.0,-0.4939
1.0,5.0,HAMLET,"Yes, by Saint Patrick, but there is, Horatio, And much offense, too. Touching this vision here, It is an honest ghost--that let me tell you. For your desire to know what is between us, O'ermaster 't as you may. And now, good friends, As you are friends, scholars, and soldiers, Give me one poor request.",55,0.086,0.593,0.321,0.9597
1.0,5.0,HORATIO,"What is 't, my lord? We will.",7,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"Never make known what you have seen tonight. HORATIO/MARCELLUS   My lord, we will not.",14,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"Nay, but swear 't.",4,0.302,0.698,0.0,-0.0772
1.0,5.0,HORATIO,"In faith, my lord, not I. MARCELLUS  Nor I, my lord, in faith.",13,0.0,0.663,0.337,0.6808
1.0,5.0,HAMLET,"Upon my sword. MARCELLUS  We have sworn, my lord, already.",10,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"Indeed, upon my sword, indeed. GHOST   Swear.",7,0.458,0.542,0.0,-0.4995
1.0,5.0,HAMLET,"Ha, ha, boy, sayst thou so? Art thou there, truepenny? Come on, you hear this fellow in the cellarage. Consent to swear.",22,0.046,0.685,0.269,0.7059
1.0,5.0,HORATIO,"Propose the oath, my lord.",5,0.0,1.0,0.0,0.0
1.0,5.0,HAMLET,"Never to speak of this that you have seen, Swear by my sword. GHOST,   Swear.",15,0.312,0.688,0.0,-0.5319
1.0,5.0,HAMLET,"Hic et ubique? Then we'll shift our ground. Come hither, gentlemen, And lay your hands again upon my sword. Swear by my sword Never to speak of this that you have heard. GHOST,   Swear by his sword.",37,0.138,0.862,0.0,-0.5319
1.0,5.0,HAMLET,"Well said, old mole. Canst work i' th' earth so fast?-- A worthy pioner! Once more remove, good friends.",19,0.0,0.536,0.464,0.9024
1.0,5.0,HORATIO,"O day and night, but this is wondrous strange.",9,0.239,0.761,0.0,-0.296
1.0,5.0,HAMLET,"And therefore as a stranger give it welcome. There are more things in heaven and earth, Horatio, Than are dreamt of in your philosophy. But come. Here, as before, never, so help you mercy, How strange or odd some'er I bear myself (As I perchance hereafter shall think meet To put an antic disposition on) That you, at such times seeing me, never shall, With arms encumbered thus, or this headshake, Or by pronouncing of some doubtful phrase, As ""Well, well, we know,"" or ""We could an if we would,"" Or ""If we list to speak,"" or ""There be an if they might,"" Or such ambiguous giving-out, to note That you know aught of me--this do swear, So grace and mercy at your most need help you. GHOST,   Swear.",129,0.094,0.707,0.199,0.9669
2.0,1.0,HAMLET,"Rest, rest, perturbed spirit.--So, gentlemen, With all my love I do commend me to you, And what so poor a man as Hamlet is May do t' express his love and friending to you, God willing, shall not lack. Let us go in together, And still your fingers on your lips, I pray. The time is out of joint. O cursed spite That ever I was born to set it right! Nay, come, let's go together. ===== =======",78,0.105,0.673,0.222,0.8739
2.0,1.0,POLONIUS,"Give him this money and these notes, Reynaldo. REYNALDO  I will, my lord.",13,0.0,1.0,0.0,0.0
2.0,1.0,POLONIUS,"You shall do marvelous wisely, good Reynaldo, Before you visit him, to make inquire Of his behavior. REYNALDO  My lord, I did intend it.",24,0.0,0.676,0.324,0.8625
2.0,1.0,POLONIUS,"Marry, well said, very well said. Look you, sir, Inquire me first what Danskers are in Paris; And how, and who, what means, and where they keep, What company, at what expense; and finding By this encompassment and drift of question That they do know my son, come you more nearer Than your particular demands will touch it. Take you, as 'twere, some distant knowledge of him, As thus: ""I know his father and his friends And, in part, him."" Do you mark this, Reynaldo? REYNALDO  Ay, very well, my lord.",91,0.0,0.902,0.098,0.8126
2.0,1.0,POLONIUS,"""And, in part, him, but,"" you may say, ""not well. But if 't be he I mean, he's very wild, Addicted so and so."" And there put on him What forgeries you please--marry, none so rank As may dishonor him, take heed of that, But, sir, such wanton, wild, and usual slips As are companions noted and most known To youth and liberty. REYNALDO  As gaming, my lord.",68,0.02,0.915,0.065,0.6361
2.0,1.0,POLONIUS,"Ay, or drinking, fencing, swearing, Quarreling, drabbing--you may go so far. REYNALDO  My lord, that would dishonor him.",18,0.105,0.895,0.0,-0.25
2.0,1.0,POLONIUS,"Faith, no, as you may season it in the charge. You must not put another scandal on him That he is open to incontinency; That's not my meaning. But breathe his faults so quaintly That they may seem the taints of liberty, The flash and outbreak of a fiery mind, A savageness in unreclaimed blood, Of general assault. REYNALDO  But, my good lord--",63,0.228,0.626,0.145,-0.8358
2.0,1.0,POLONIUS,"Wherefore should you do this? REYNALDO  Ay, my lord, I would know that.",13,0.0,1.0,0.0,0.0
2.0,1.0,POLONIUS,"Marry, sir, here's my drift, And I believe it is a fetch of wit. You, laying these slight sullies on my son, As 'twere a thing a little soiled i' th' working, Mark you, your party in converse, him you would sound, Having ever seen in the prenominate crimes The youth you breathe of guilty, be assured He closes with you in this consequence: ""Good sir,"" or so, or ""friend,"" or ""gentleman,"" According to the phrase or the addition Of man and country-- REYNALDO  Very good, my lord.",88,0.03,0.849,0.121,0.8173
2.0,1.0,POLONIUS,"And then, sir, does he this, he does--what was I about to say? By the Mass, I was about to say something. Where did I leave? REYNALDO  At ""closes in the consequence,"" at ""friend, or so,"" and ""gentleman.""",38,0.044,0.956,0.0,-0.1431
2.0,1.0,POLONIUS,"At ""closes in the consequence""--ay, marry-- He closes thus: ""I know the gentleman. I saw him yesterday,"" or ""th' other day"" (Or then, or then, with such or such), ""and as you say, There was he gaming, there o'ertook in 's rouse, There falling out at tennis""; or perchance ""I saw him enter such a house of sale""-- Videlicet, a brothel--or so forth. See you now Your bait of falsehood take this carp of truth; And thus do we of wisdom and of reach, With windlasses and with assays of bias, By indirections find directions out. So by my former lecture and advice Shall you my son. You have me, have you not? REYNALDO My lord, I have.",118,0.025,0.918,0.057,0.5859
2.0,1.0,POLONIUS,God be wi' you. Fare you well. REYNALDO  Good my lord.,11,0.0,0.53,0.47,0.7269
2.0,1.0,POLONIUS,"Observe his inclination in yourself. REYNALDO  I shall, my lord.",10,0.0,1.0,0.0,0.0
2.0,1.0,POLONIUS,"And let him ply his music. REYNALDO  Well, my lord.",10,0.0,0.811,0.189,0.2732
2.0,1.0,POLONIUS,"Farewell. How now, Ophelia, what's the matter?",7,0.0,0.845,0.155,0.0258
2.0,1.0,OPHELIA,"O, my lord, my lord, I have been so affrighted!",10,0.0,1.0,0.0,0.0
2.0,1.0,POLONIUS,"With what, i' th' name of God?",7,0.0,0.741,0.259,0.2732
2.0,1.0,OPHELIA,"My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyved to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosed out of hell To speak of horrors--he comes before me.",63,0.143,0.857,0.0,-0.8647
2.0,1.0,POLONIUS,Mad for thy love?,4,0.34,0.213,0.447,0.25
2.0,1.0,OPHELIA,"My lord, I do not know, But truly I do fear it.",12,0.481,0.519,0.0,-0.8131
2.0,1.0,POLONIUS,What said he?,3,0.0,1.0,0.0,0.0
2.0,1.0,OPHELIA,"He took me by the wrist and held me hard. Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it. Long stayed he so. At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being. That done, he lets me go, And, with his head over his shoulder turned, He seemed to find his way without his eyes, For out o' doors he went without their helps And to the last bended their light on me.",125,0.061,0.906,0.033,-0.3731
2.0,1.0,POLONIUS,"Come, go with me. I will go seek the King. This is the very ecstasy of love, Whose violent property fordoes itself And leads the will to desperate undertakings As oft as any passions under heaven That does afflict our natures. I am sorry. What, have you given him any hard words of late?",54,0.131,0.647,0.223,0.8503
2.0,1.0,OPHELIA,"No, my good lord, but as you did command I did repel his letters and denied His access to me.",20,0.233,0.684,0.083,-0.5423
2.0,2.0,POLONIUS,"That hath made him mad. I am sorry that with better heed and judgment I had not coted him. I feared he did but trifle And meant to wrack thee. But beshrew my jealousy! By heaven, it is as proper to our age To cast beyond ourselves in our opinions As it is common for the younger sort To lack discretion. Come, go we to the King. This must be known, which, being kept close, might move More grief to hide than hate to utter love. Come. =======",88,0.198,0.675,0.128,-0.7693
2.0,2.0,POLONIUS,"Th' ambassadors from Norway, my good lord, Are joyfully returned.",10,0.0,0.556,0.444,0.7506
2.0,2.0,POLONIUS,"Have I, my lord? I assure my good liege I hold my duty as I hold my soul, Both to my God and to my gracious king, And I do think, or else this brain of mine Hunts not the trail of policy so sure As it hath used to do, that I have found The very cause of Hamlet's lunacy.",61,0.0,0.785,0.215,0.9184
2.0,2.0,POLONIUS,Give first admittance to th' ambassadors. My news shall be the fruit to that great feast.,16,0.0,0.785,0.215,0.6249
2.0,2.0,POLONIUS,"This business is well ended. My liege, and madam, to expostulate What majesty should be, what duty is, Why day is day, night night, and time is time Were nothing but to waste night, day, and time. Therefore, since brevity is the soul of wit, And tediousness the limbs and outward flourishes, I will be brief. Your noble son is mad. ""Mad"" call I it, for, to define true madness, What is 't but to be nothing else but mad? But let that go.",84,0.125,0.752,0.123,-0.2964
2.0,2.0,POLONIUS,"Madam, I swear I use no art at all. That he's mad, 'tis true; 'tis true 'tis pity, And pity 'tis 'tis true--a foolish figure, But farewell it, for I will use no art. Mad let us grant him then, and now remains That we find out the cause of this effect, Or, rather say, the cause of this defect, For this effect defective comes by cause. Thus it remains, and the remainder thus. Perpend. I have a daughter (have while she is mine) Who, in her duty and obedience, mark, Hath given me this. Now gather and surmise. To the celestial, and my soul's idol, the most beautified Ophelia-- That's an ill phrase, a vile phrase; ""beautified"" is a vile phrase. But you shall hear. Thus: In her excellent white bosom, these, etc.--",134,0.237,0.661,0.101,-0.9658
2.0,2.0,POLONIUS,"Good madam, stay awhile. I will be faithful. Doubt thou the stars are fire, Doubt that the sun doth move, Doubt truth to be a liar, But never doubt I love. O dear Ophelia, I am ill at these numbers. I have not art to reckon my groans, but that I love thee best, O most best, believe it. Adieu. Thine evermore, most dear lady, whilst this machine is to him, Hamlet. This, in obedience, hath my daughter shown me, And more above, hath his solicitings, As they fell out by time, by means, and place, All given to mine ear.",101,0.221,0.62,0.159,-0.6849
2.0,2.0,POLONIUS,What do you think of me?,6,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"I would fain prove so. But what might you think, When I had seen this hot love on the wing (As I perceived it, I must tell you that, Before my daughter told me), what might you, Or my dear Majesty your queen here, think, If I had played the desk or table-book Or given my heart a winking, mute and dumb, Or looked upon this love with idle sight? What might you think? No, I went round to work, And my young mistress thus I did bespeak: ""Lord Hamlet is a prince, out of thy star. This must not be."" And then I prescripts gave her, That she should lock herself from his resort, Admit no messengers, receive no tokens; Which done, she took the fruits of my advice, And he, repelled (a short tale to make), Fell into a sadness, then into a fast, Thence to a watch, thence into a weakness, Thence to a lightness, and, by this declension, Into the madness wherein now he raves And all we mourn for.",174,0.145,0.75,0.104,-0.7912
2.0,2.0,POLONIUS,"Hath there been such a time (I would fain know that) That I have positively said ""'Tis so,"" When it proved otherwise?",22,0.0,0.848,0.152,0.5267
2.0,2.0,POLONIUS,"Take this from this, if this be otherwise. If circumstances lead me, I will find Where truth is hid, though it were hid, indeed, Within the center.",27,0.1,0.819,0.082,0.128
2.0,2.0,POLONIUS,You know sometimes he walks four hours together Here in the lobby.,12,0.0,0.909,0.091,0.0258
2.0,2.0,POLONIUS,"At such a time I'll loose my daughter to him. Be you and I behind an arras then. Mark the encounter. If he love her not, And be not from his reason fall'n thereon, Let me be no assistant for a state, But keep a farm and carters.",48,0.069,0.875,0.055,0.09
2.0,2.0,POLONIUS,"Away, I do beseech you both, away. I'll board him presently. O, give me leave. How does my good Lord Hamlet?",21,0.054,0.814,0.131,0.4019
2.0,2.0,HAMLET,"Well, God-a-mercy.",2,0.0,0.323,0.677,0.2732
2.0,2.0,POLONIUS,"Do you know me, my lord?",6,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,Excellent well. You are a fishmonger.,6,0.0,0.341,0.659,0.7003
2.0,2.0,POLONIUS,"Not I, my lord.",4,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,Then I would you were so honest a man.,9,0.0,0.586,0.414,0.6418
2.0,2.0,POLONIUS,"Honest, my lord?",3,0.0,0.377,0.623,0.5106
2.0,2.0,HAMLET,"Ay, sir. To be honest, as this world goes, is to be one man picked out of ten thousand.",19,0.0,0.845,0.155,0.5106
2.0,2.0,POLONIUS,"That's very true, my lord.",5,0.0,0.564,0.436,0.4754
2.0,2.0,HAMLET,"For if the sun breed maggots in a dead dog, being a good kissing carrion--Have you a daughter?",18,0.188,0.524,0.288,0.3182
2.0,2.0,POLONIUS,"I have, my lord.",4,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Let her not walk i' th' sun. Conception is a blessing, but, as your daughter may conceive, friend, look to 't.",21,0.0,0.738,0.262,0.7506
2.0,2.0,POLONIUS,"How say you by that? Still harping on my daughter. Yet he knew me not at first; he said I was a fishmonger. He is far gone. And truly, in my youth, I suffered much extremity for love, very near this. I'll speak to him again.--What do you read, my lord?",51,0.057,0.808,0.134,0.644
2.0,2.0,HAMLET,"Words, words, words.",3,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"What is the matter, my lord?",6,0.0,0.82,0.18,0.0258
2.0,2.0,HAMLET,Between who?,2,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"I mean the matter that you read, my lord.",9,0.0,0.864,0.136,0.0258
2.0,2.0,HAMLET,"Slanders, sir; for the satirical rogue says here that old men have gray beards, that their faces are wrinkled, their eyes purging thick amber and plum-tree gum, and that they have a plentiful lack of wit, together with most weak hams; all which, sir, though I most powerfully and potently believe, yet I hold it not honesty to have it thus set down; for yourself, sir, shall grow old as I am, if, like a crab, you could go backward.",80,0.099,0.87,0.031,-0.6829
2.0,2.0,POLONIUS,"Though this be madness, yet there is method in 't.--Will you walk out of the air, my lord?",18,0.146,0.854,0.0,-0.4404
2.0,2.0,HAMLET,Into my grave?,3,0.565,0.435,0.0,-0.3818
2.0,2.0,POLONIUS,"Indeed, that's out of the air. How pregnant sometimes his replies are! A happiness that often madness hits on, which reason and sanity could not so prosperously be delivered of. I will leave him and suddenly contrive the means of meeting between him and my daughter.--My lord, I will take my leave of you.",54,0.1,0.836,0.064,0.1511
2.0,2.0,HAMLET,"You cannot, sir, take from me anything that I will more willingly part withal--except my life, except my life, except my life.",22,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"Fare you well, my lord.",5,0.0,0.656,0.344,0.2732
2.0,2.0,HAMLET,These tedious old fools.,4,0.516,0.484,0.0,-0.4939
2.0,2.0,POLONIUS,"You go to seek the Lord Hamlet. There he is. ROSENCRANTZ,   God save you, sir. GUILDENSTERN  My honored lord. ROSENCRANTZ  My most dear lord.",24,0.0,0.625,0.375,0.8999
2.0,2.0,HAMLET,"My excellent good friends! How dost thou, Guildenstern? Ah, Rosencrantz! Good lads, how do you both? ROSENCRANTZ As the indifferent children of the earth. GUILDENSTERN Happy in that we are not overhappy. On Fortune's cap, we are not the very button.",41,0.033,0.648,0.319,0.9472
2.0,2.0,HAMLET,"Nor the soles of her shoe? ROSENCRANTZ  Neither, my lord.",10,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Then you live about her waist, or in the middle of her favors? GUILDENSTERN  Faith, her privates we.",18,0.0,0.769,0.231,0.5859
2.0,2.0,HAMLET,"In the secret parts of Fortune? O, most true! She is a strumpet. What news? ROSENCRANTZ  None, my lord, but that the world's grown honest.",25,0.0,0.755,0.245,0.7991
2.0,2.0,HAMLET,"Then is doomsday near. But your news is not true. Let me question more in particular. What have you, my good friends, deserved at the hands of Fortune that she sends you to prison hither? GUILDENSTERN  Prison, my lord?",39,0.263,0.593,0.144,-0.7689
2.0,2.0,HAMLET,Denmark's a prison. ROSENCRANTZ  Then is the world one.,9,0.32,0.68,0.0,-0.5106
2.0,2.0,HAMLET,"A goodly one, in which there are many confines, wards, and dungeons, Denmark being one o' th' worst. ROSENCRANTZ  We think not so, my lord.",25,0.151,0.849,0.0,-0.6249
2.0,2.0,HAMLET,"Why, then, 'tis none to you, for there is nothing either good or bad but thinking makes it so. To me, it is a prison. ROSENCRANTZ  Why, then, your ambition makes it one. 'Tis too narrow for your mind.",39,0.194,0.806,0.0,-0.8128
2.0,2.0,HAMLET,"O God, I could be bounded in a nutshell and count myself a king of infinite space, were it not that I have bad dreams. GUILDENSTERN  Which dreams, indeed, are ambition, for the very substance of the ambitious is merely the shadow of a dream.",45,0.0,0.681,0.319,0.9253
2.0,2.0,HAMLET,"A dream itself is but a shadow. ROSENCRANTZ  Truly, and I hold ambition of so airy and light a quality that it is but a shadow's shadow.",27,0.0,0.789,0.211,0.6542
2.0,2.0,HAMLET,"Then are our beggars bodies, and our monarchs and outstretched heroes the beggars' shadows. Shall we to th' court? For, by my fay, I cannot reason. ROSENCRANTZ/GUILDENSTERN  We'll wait upon you.",31,0.0,0.898,0.102,0.5106
2.0,2.0,HAMLET,"No such matter. I will not sort you with the rest of my servants, for, to speak to you like an honest man, I am most dreadfully attended. But, in the beaten way of friendship, what make you at Elsinore? ROSENCRANTZ  To visit you, my lord, no other occasion.",49,0.181,0.668,0.151,-0.4208
2.0,2.0,HAMLET,"Beggar that I am, I am even poor in thanks; but I thank you, and sure, dear friends, my thanks are too dear a halfpenny. Were you not sent for? Is it your own inclining? Is it a free visitation? Come, come, deal justly with me. Come, come; nay, speak. GUILDENSTERN  What should we say, my lord?",57,0.028,0.586,0.386,0.9805
2.0,2.0,HAMLET,"Anything but to th' purpose. You were sent for, and there is a kind of confession in your looks which your modesties have not craft enough to color. I know the good king and queen have sent for you. ROSENCRANTZ  To what end, my lord?",45,0.0,0.916,0.084,0.5927
2.0,2.0,HAMLET,"That you must teach me. But let me conjure you by the rights of our fellowship, by the consonancy of our youth, by the obligation of our ever-preserved love, and by what more dear a better proposer can charge you withal: be even and direct with me whether you were sent for or no. ROSENCRANTZ,   What say you?",58,0.04,0.76,0.2,0.9202
2.0,2.0,HAMLET,"Nay, then, I have an eye of you.--If you love me, hold not off. GUILDENSTERN  My lord, we were sent for.",21,0.0,0.819,0.181,0.6369
2.0,2.0,HAMLET,"I will tell you why; so shall my anticipation prevent your discovery, and your secrecy to the",17,0.0,0.835,0.165,0.1935
2.0,2.0,HAMLET,"Why did you laugh, then, when I said ""man delights not me""? ROSENCRANTZ  To think, my lord, if you delight not in man, what Lenten entertainment the players shall receive from you. We coted them on the way, and hither are they coming to offer you service.",47,0.0,0.759,0.241,0.9231
2.0,2.0,HAMLET,"He that plays the king shall be welcome--his Majesty shall have tribute on me. The adventurous knight shall use his foil and target, the lover shall not sigh gratis, the humorous man shall end his part in peace, the clown shall make those laugh whose lungs are tickle o' th' sear, and the lady shall say her mind freely, or the blank verse shall halt for 't. What players are they? ROSENCRANTZ  Even those you were wont to take such delight in, the tragedians of the city.",87,0.04,0.724,0.235,0.9701
2.0,2.0,HAMLET,"How chances it they travel? Their residence, both in reputation and profit, was better both ways. ROSENCRANTZ  I think their inhibition comes by the means of the late innovation.",29,0.07,0.644,0.286,0.7717
2.0,2.0,HAMLET,"Do they hold the same estimation they did when I was in the city? Are they so followed? ROSENCRANTZ  No, indeed are they not.",24,0.114,0.886,0.0,-0.426
2.0,2.0,HAMLET,"How comes it? Do they grow rusty? ROSENCRANTZ  Nay, their endeavor keeps in the wonted pace. But there is, sir, an aerie of children, little eyases, that cry out on the top of question and are most tyrannically clapped for 't. These are now the fashion and so berattle the common stages (so they call them) that many wearing rapiers are afraid of goose quills and dare scarce come thither.",70,0.055,0.915,0.03,-0.4431
2.0,2.0,HAMLET,"What, are they children? Who maintains 'em? How are they escoted? Will they pursue the quality no longer than they can sing? Will they not say afterwards, if they should grow themselves to common players (as it is most like, if their means are no better), their writers do them wrong to make them exclaim against their own succession? ROSENCRANTZ  Faith, there has been much to-do on both sides, and the nation holds it no sin to tar them to controversy. There was for a while no money bid for argument unless the poet and the player went to cuffs in the question.",103,0.16,0.777,0.062,-0.8902
2.0,2.0,HAMLET,"Is 't possible? GUILDENSTERN  O, there has been much throwing about of brains.",13,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Do the boys carry it away? ROSENCRANTZ  Ay, that they do, my lord--Hercules and his load too.",17,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"It is not very strange; for my uncle is King of Denmark, and those that would make mouths at him while my father lived give twenty, forty, fifty, a hundred ducats apiece for his picture in little. 'Sblood, there is something in this more than natural, if philosophy could find it out. GUILDENSTERN  There are the players.",57,0.0,0.922,0.078,0.5555
2.0,2.0,HAMLET,"Gentlemen, you are welcome to Elsinore. Your hands, come then. Th' appurtenance of welcome is fashion and ceremony. Let me comply with you in this garb, lest my extent to the players, which, I tell you, must show fairly outwards, should more appear like entertainment than yours. You are welcome. But my uncle-father and aunt-mother are deceived. GUILDENSTERN  In what, my dear lord?",63,0.053,0.762,0.185,0.7558
2.0,2.0,HAMLET,"I am but mad north-north-west. When the wind is southerly, I know a hawk from a handsaw.",17,0.264,0.736,0.0,-0.6486
2.0,2.0,POLONIUS,"Well be with you, gentlemen.",5,0.0,0.656,0.344,0.2732
2.0,2.0,HAMLET,"Hark you, Guildenstern, and you too--at each ear a hearer! That great baby you see there is not yet out of his swaddling clouts. ROSENCRANTZ  Haply he is the second time come to them, for they say an old man is twice a child.",44,0.0,0.903,0.097,0.6588
2.0,2.0,HAMLET,"I will prophesy he comes to tell me of the players; mark it.--You say right, sir, a Monday morning, 'twas then indeed.",22,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"My lord, I have news to tell you.",8,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"My lord, I have news to tell you: when Roscius was an actor in Rome--",15,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"The actors are come hither, my lord.",7,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Buzz, buzz.",2,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,Upon my honor--,3,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,Then came each actor on his ass.,7,0.368,0.632,0.0,-0.5423
